state,handgun,long_gun,multiple,year,month
Alaska,3114.0,3092.0,171,2015,3
Arizona,12720.0,7999.0,579,2015,3
Arkansas,7010.0,5843.0,312,2015,3
California,38597.0,30120.0,0,2015,3
Colorado,17716.0,14259.0,1112,2015,3
Connecticut,11432.0,4709.0,0,2015,3
Delaware,2145.0,1741.0,75,2015,3
District of Columbia,62.0,4.0,2,2015,3
Florida,46739.0,22690.0,1664,2015,3
Georgia,16366.0,9436.0,583,2015,3
Guam,96.0,47.0,5,2015,3
Hawaii,0.0,0.0,0,2015,3
Idaho,3303.0,4416.0,165,2015,3
Illinois,17517.0,10329.0,681,2015,3
Indiana,22176.0,13898.0,670,2015,3
Iowa,295.0,3211.0,7,2015,3
Kansas,6823.0,5529.0,317,2015,3
Kentucky,10407.0,8327.0,529,2015,3
Louisiana,12506.0,9438.0,589,2015,3
Maine,3634.0,3215.0,156,2015,3
Mariana Islands,0.0,2.0,0,2015,3
Maryland,3235.0,5268.0,18,2015,3
Massachusetts,6905.0,3446.0,172,2015,3
Michigan,13506.0,10617.0,228,2015,3
Minnesota,10796.0,12244.0,409,2015,3
Mississippi,8788.0,5791.0,312,2015,3
Missouri,23164.0,15636.0,1037,2015,3
Montana,3203.0,4804.0,234,2015,3
Nebraska,123.0,2037.0,7,2015,3
Nevada,4938.0,3075.0,271,2015,3
New Hampshire,4853.0,3215.0,0,2015,3
New Jersey,4924.0,3456.0,0,2015,3
New Mexico,6149.0,4853.0,275,2015,3
New York,9776.0,14574.0,154,2015,3
North Carolina,1182.0,12154.0,208,2015,3
North Dakota,2086.0,3302.0,105,2015,3
Ohio,32293.0,20400.0,1350,2015,3
Oklahoma,14307.0,10437.0,892,2015,3
Oregon,12693.0,11105.0,0,2015,3
Pennsylvania,56770.0,10644.0,0,2015,3
Puerto Rico,1131.0,163.0,17,2015,3
Rhode Island,1038.0,743.0,112,2015,3
South Carolina,9999.0,6364.0,324,2015,3
South Dakota,3103.0,4041.0,193,2015,3
Tennessee,22617.0,14513.0,967,2015,3
Texas,53371.0,36853.0,2534,2015,3
Utah,3186.0,3867.0,161,2015,3
Vermont,1522.0,1485.0,54,2015,3
Virgin Islands,9.0,3.0,0,2015,3
Virginia,22865.0,15230.0,0,2015,3
Washington,15965.0,11213.0,536,2015,3
West Virginia,9314.0,6894.0,503,2015,3
Wisconsin,14792.0,14421.0,33,2015,3
Wyoming,2023.0,2247.0,127,2015,3
Alabama,23552.0,14293.0,1109,2015,2
Alaska,3032.0,2552.0,252,2015,2
Arizona,13951.0,8211.0,677,2015,2
Arkansas,8799.0,7037.0,621,2015,2
California,37478.0,27480.0,0,2015,2
Colorado,18284.0,12985.0,1170,2015,2
Connecticut,9806.0,3890.0,0,2015,2
Delaware,2135.0,1681.0,75,2015,2
District of Columbia,53.0,0.0,0,2015,2
Florida,52791.0,24827.0,1974,2015,2
Georgia,22438.0,11166.0,962,2015,2
Guam,86.0,47.0,3,2015,2
Hawaii,0.0,0.0,0,2015,2
Idaho,3723.0,4415.0,274,2015,2
Illinois,23614.0,13379.0,1014,2015,2
Indiana,24373.0,13650.0,653,2015,2
Iowa,268.0,2984.0,7,2015,2
Kansas,7694.0,6109.0,477,2015,2
Kentucky,13909.0,9486.0,1042,2015,2
Louisiana,13427.0,9717.0,643,2015,2
Maine,2962.0,2545.0,145,2015,2
Mariana Islands,0.0,3.0,0,2015,2
Maryland,2815.0,4670.0,23,2015,2
Massachusetts,4621.0,2174.0,129,2015,2
Michigan,13093.0,9906.0,200,2015,2
Minnesota,9846.0,9858.0,374,2015,2
Mississippi,11559.0,6964.0,524,2015,2
Missouri,26048.0,15858.0,1346,2015,2
Montana,3178.0,4248.0,314,2015,2
Nebraska,133.0,2156.0,2,2015,2
Nevada,5338.0,3100.0,271,2015,2
New Hampshire,4184.0,2529.0,3,2015,2
New Jersey,4101.0,3005.0,0,2015,2
New Mexico,6039.0,4625.0,447,2015,2
New York,8512.0,13343.0,153,2015,2
North Carolina,1364.0,14638.0,396,2015,2
North Dakota,1862.0,2783.0,94,2015,2
Ohio,34137.0,18836.0,1595,2015,2
Oklahoma,16251.0,10864.0,1241,2015,2
Oregon,13230.0,10932.0,0,2015,2
Pennsylvania,51886.0,8727.0,0,2015,2
Puerto Rico,1054.0,187.0,23,2015,2
Rhode Island,922.0,635.0,136,2015,2
South Carolina,13831.0,7072.0,502,2015,2
South Dakota,3449.0,4167.0,211,2015,2
Tennessee,27069.0,16763.0,1226,2015,2
Texas,60204.0,39798.0,3489,2015,2
Utah,3668.0,4018.0,217,2015,2
Vermont,1649.0,1421.0,65,2015,2
Virgin Islands,8.0,2.0,0,2015,2
Virginia,23999.0,15237.0,0,2015,2
Washington,15771.0,11434.0,741,2015,2
West Virginia,9538.0,7719.0,721,2015,2
Wisconsin,13332.0,12361.0,61,2015,2
Wyoming,2131.0,2092.0,155,2015,2
Alabama,16291.0,12944.0,739,2015,1
Alaska,2439.0,2050.0,107,2015,1
Arizona,10585.0,6808.0,510,2015,1
Arkansas,5295.0,5760.0,319,2015,1
California,37560.0,23524.0,0,2015,1
Colorado,15739.0,11932.0,897,2015,1
Connecticut,9910.0,3891.0,0,2015,1
Delaware,1910.0,1596.0,84,2015,1
District of Columbia,55.0,6.0,0,2015,1
Florida,43909.0,21939.0,1752,2015,1
Georgia,13650.0,9280.0,578,2015,1
Guam,101.0,49.0,1,2015,1
Hawaii,0.0,0.0,0,2015,1
Idaho,2568.0,3342.0,153,2015,1
Illinois,20682.0,12203.0,818,2015,1
Indiana,18433.0,11935.0,597,2015,1
Iowa,197.0,2486.0,9,2015,1
Kansas,5724.0,5577.0,304,2015,1
Kentucky,9629.0,7663.0,535,2015,1
Louisiana,10760.0,10358.0,498,2015,1
Maine,2617.0,2285.0,117,2015,1
Mariana Islands,0.0,0.0,0,2015,1
Maryland,2542.0,4795.0,12,2015,1
Massachusetts,5139.0,2568.0,123,2015,1
Michigan,9260.0,7923.0,191,2015,1
Minnesota,8181.0,7949.0,324,2015,1
Mississippi,6798.0,6220.0,314,2015,1
Missouri,21243.0,13943.0,900,2015,1
Montana,2204.0,3380.0,180,2015,1
Nebraska,169.0,2057.0,6,2015,1
Nevada,3936.0,2553.0,241,2015,1
New Hampshire,4097.0,2652.0,0,2015,1
New Jersey,3854.0,3163.0,0,2015,1
New Mexico,4548.0,3689.0,388,2015,1
New York,9002.0,12478.0,141,2015,1
North Carolina,1291.0,13043.0,213,2015,1
North Dakota,1672.0,2793.0,83,2015,1
Ohio,26268.0,16186.0,1164,2015,1
Oklahoma,13234.0,9811.0,832,2015,1
Oregon,10601.0,8766.0,0,2015,1
Pennsylvania,44966.0,7800.0,0,2015,1
Puerto Rico,1031.0,148.0,18,2015,1
Rhode Island,886.0,622.0,140,2015,1
South Carolina,8767.0,6156.0,289,2015,1
South Dakota,2399.0,3631.0,147,2015,1
Tennessee,22197.0,15007.0,970,2015,1
Texas,44153.0,36397.0,2306,2015,1
Utah,2923.0,3317.0,135,2015,1
Vermont,1171.0,1081.0,46,2015,1
Virgin Islands,7.0,4.0,0,2015,1
Virginia,21023.0,14433.0,0,2015,1
Washington,13781.0,9419.0,473,2015,1
West Virginia,6881.0,5876.0,406,2015,1
Wisconsin,9703.0,9221.0,49,2015,1
Wyoming,1646.0,1830.0,100,2015,1
Alabama,23630.0,29449.0,1130,2014,12
Alaska,4259.0,4189.0,202,2014,12
Arizona,14200.0,11509.0,588,2014,12
Arkansas,8260.0,14121.0,398,2014,12
California,66770.0,47409.0,0,2014,12
Colorado,20924.0,19494.0,1185,2014,12
Connecticut,11516.0,5542.0,0,2014,12
Delaware,2320.0,3079.0,91,2014,12
District of Columbia,50.0,3.0,0,2014,12
Florida,50412.0,37098.0,1954,2014,12
Georgia,19541.0,22872.0,786,2014,12
Guam,117.0,58.0,7,2014,12
Hawaii,0.0,0.0,0,2014,12
Idaho,4260.0,6913.0,205,2014,12
Illinois,24857.0,19709.0,1013,2014,12
Indiana,23399.0,21186.0,835,2014,12
Iowa,260.0,5574.0,6,2014,12
Kansas,7333.0,10739.0,438,2014,12
Kentucky,14308.0,17629.0,720,2014,12
Louisiana,15337.0,25507.0,808,2014,12
Maine,3653.0,4701.0,162,2014,12
Mariana Islands,0.0,0.0,0,2014,12
Maryland,2839.0,8357.0,12,2014,12
Massachusetts,5486.0,3263.0,183,2014,12
Michigan,11860.0,15576.0,222,2014,12
Minnesota,9357.0,13082.0,369,2014,12
Mississippi,10726.0,17253.0,455,2014,12
Missouri,27713.0,25507.0,1155,2014,12
Montana,3913.0,6802.0,273,2014,12
Nebraska,184.0,4455.0,11,2014,12
Nevada,5202.0,4356.0,298,2014,12
New Hampshire,5059.0,4122.0,2,2014,12
New Jersey,3796.0,4768.0,0,2014,12
New Mexico,6575.0,6721.0,331,2014,12
New York,9349.0,21403.0,164,2014,12
North Carolina,1745.0,27082.0,230,2014,12
North Dakota,2020.0,4018.0,101,2014,12
Ohio,35658.0,30752.0,1436,2014,12
Oklahoma,19055.0,20488.0,1183,2014,12
Oregon,14346.0,13994.0,0,2014,12
Pennsylvania,61828.0,12737.0,0,2014,12
Puerto Rico,1158.0,205.0,30,2014,12
Rhode Island,895.0,894.0,133,2014,12
South Carolina,11905.0,14320.0,408,2014,12
South Dakota,3098.0,5897.0,155,2014,12
Tennessee,30117.0,30298.0,1404,2014,12
Texas,66280.0,78321.0,3302,2014,12
Utah,4744.0,8018.0,238,2014,12
Vermont,1306.0,1715.0,57,2014,12
Virgin Islands,13.0,0.0,0,2014,12
Virginia,24410.0,24225.0,0,2014,12
Washington,19476.0,15253.0,657,2014,12
West Virginia,9844.0,12767.0,533,2014,12
Wisconsin,12139.0,14806.0,43,2014,12
Wyoming,2729.0,3383.0,118,2014,12
Alabama,16301.0,22502.0,963,2014,11
Alaska,3047.0,3798.0,214,2014,11
Arizona,9974.0,9362.0,477,2014,11
Arkansas,5277.0,12356.0,337,2014,11
California,43779.0,34964.0,0,2014,11
Colorado,15478.0,16152.0,1235,2014,11
Connecticut,9106.0,4957.0,0,2014,11
Delaware,1846.0,2649.0,55,2014,11
District of Columbia,43.0,2.0,0,2014,11
Florida,39126.0,30723.0,1805,2014,11
Georgia,12951.0,16489.0,706,2014,11
Guam,89.0,47.0,7,2014,11
Hawaii,0.0,0.0,0,2014,11
Idaho,2611.0,5013.0,163,2014,11
Illinois,19282.0,18280.0,880,2014,11
Indiana,16681.0,20381.0,690,2014,11
Iowa,174.0,5018.0,4,2014,11
Kansas,5428.0,9622.0,371,2014,11
Kentucky,8807.0,15632.0,554,2014,11
Louisiana,10660.0,19375.0,642,2014,11
Maine,2356.0,4426.0,142,2014,11
Mariana Islands,0.0,1.0,1,2014,11
Maryland,2290.0,8896.0,13,2014,11
Massachusetts,4698.0,3370.0,165,2014,11
Michigan,8752.0,17256.0,189,2014,11
Minnesota,6462.0,13470.0,311,2014,11
Mississippi,6019.0,13482.0,349,2014,11
Missouri,23419.0,26565.0,1120,2014,11
Montana,2442.0,5296.0,209,2014,11
Nebraska,135.0,3757.0,5,2014,11
Nevada,3807.0,3308.0,236,2014,11
New Hampshire,3838.0,3784.0,1,2014,11
New Jersey,3141.0,4357.0,0,2014,11
New Mexico,4734.0,5370.0,260,2014,11
New York,6959.0,22126.0,145,2014,11
North Carolina,1210.0,22312.0,226,2014,11
North Dakota,1447.0,4023.0,110,2014,11
Ohio,26893.0,32001.0,1294,2014,11
Oklahoma,14060.0,17558.0,1011,2014,11
Oregon,10465.0,11486.0,0,2014,11
Pennsylvania,57010.0,13907.0,0,2014,11
Puerto Rico,1146.0,171.0,21,2014,11
Rhode Island,836.0,796.0,132,2014,11
South Carolina,8668.0,10869.0,415,2014,11
South Dakota,2231.0,5750.0,150,2014,11
Tennessee,21010.0,24913.0,1053,2014,11
Texas,47340.0,58551.0,2815,2014,11
Utah,3189.0,5890.0,213,2014,11
Vermont,932.0,1814.0,36,2014,11
Virgin Islands,12.0,2.0,0,2014,11
Virginia,19685.0,23164.0,0,2014,11
Washington,16080.0,13996.0,626,2014,11
West Virginia,6057.0,12780.0,456,2014,11
Wisconsin,8645.0,16950.0,51,2014,11
Wyoming,1675.0,2637.0,99,2014,11
Alabama,13930.0,14643.0,811,2014,10
Alaska,3997.0,4406.0,290,2014,10
Arizona,9557.0,7966.0,517,2014,10
Arkansas,5164.0,9255.0,356,2014,10
California,42829.0,30607.0,0,2014,10
Colorado,14704.0,14649.0,1065,2014,10
Connecticut,8934.0,4654.0,0,2014,10
Delaware,1562.0,1941.0,74,2014,10
District of Columbia,50.0,1.0,1,2014,10
Florida,38428.0,23668.0,1742,2014,10
Georgia,11239.0,12696.0,609,2014,10
Guam,112.0,40.0,6,2014,10
Hawaii,0.0,0.0,0,2014,10
Idaho,2351.0,5239.0,175,2014,10
Illinois,17927.0,14023.0,778,2014,10
Indiana,16054.0,15005.0,615,2014,10
Iowa,176.0,3667.0,3,2014,10
Kansas,4725.0,6092.0,299,2014,10
Kentucky,8530.0,11463.0,654,2014,10
Louisiana,9658.0,15343.0,670,2014,10
Maine,2800.0,6552.0,180,2014,10
Mariana Islands,0.0,2.0,0,2014,10
Maryland,2410.0,5964.0,15,2014,10
Massachusetts,4902.0,3343.0,174,2014,10
Michigan,8642.0,13602.0,199,2014,10
Minnesota,7461.0,17386.0,374,2014,10
Mississippi,6024.0,8325.0,355,2014,10
Missouri,18128.0,20255.0,1037,2014,10
Montana,2651.0,6683.0,239,2014,10
Nebraska,130.0,2698.0,3,2014,10
Nevada,3830.0,2880.0,241,2014,10
New Hampshire,3975.0,4109.0,2,2014,10
New Jersey,3583.0,3736.0,0,2014,10
New Mexico,4910.0,4780.0,409,2014,10
New York,8190.0,21900.0,152,2014,10
North Carolina,1155.0,15491.0,230,2014,10
North Dakota,1598.0,5306.0,98,2014,10
Ohio,25552.0,22111.0,1289,2014,10
Oklahoma,12353.0,12430.0,931,2014,10
Oregon,9939.0,10701.0,0,2014,10
Pennsylvania,50150.0,10758.0,0,2014,10
Puerto Rico,1151.0,195.0,22,2014,10
Rhode Island,907.0,806.0,110,2014,10
South Carolina,7251.0,7633.0,300,2014,10
South Dakota,2172.0,6508.0,151,2014,10
Tennessee,19184.0,17453.0,893,2014,10
Texas,39725.0,44864.0,2636,2014,10
Utah,2335.0,4064.0,155,2014,10
Vermont,1130.0,1853.0,58,2014,10
Virgin Islands,27.0,1.0,0,2014,10
Virginia,18009.0,17273.0,0,2014,10
Washington,13942.0,12017.0,584,2014,10
West Virginia,6080.0,9459.0,485,2014,10
Wisconsin,10459.0,16475.0,41,2014,10
Wyoming,1597.0,2630.0,113,2014,10
Alabama,12337.0,13130.0,721,2014,9
Alaska,2416.0,3273.0,170,2014,9
Arizona,8689.0,7451.0,520,2014,9
Arkansas,4074.0,6480.0,349,2014,9
California,37720.0,28503.0,0,2014,9
Colorado,13033.0,12658.0,899,2014,9
Connecticut,7785.0,3660.0,0,2014,9
Delaware,1370.0,1688.0,58,2014,9
District of Columbia,47.0,1.0,0,2014,9
Florida,37253.0,21661.0,1722,2014,9
Georgia,9973.0,9497.0,518,2014,9
Guam,86.0,44.0,4,2014,9
Hawaii,0.0,0.0,0,2014,9
Idaho,2367.0,4956.0,174,2014,9
Illinois,16060.0,12191.0,821,2014,9
Indiana,13876.0,12326.0,615,2014,9
Iowa,178.0,2660.0,4,2014,9
Kansas,3935.0,5343.0,263,2014,9
Kentucky,6912.0,8077.0,498,2014,9
Louisiana,11352.0,16638.0,819,2014,9
Maine,2440.0,4596.0,171,2014,9
Mariana Islands,0.0,2.0,0,2014,9
Maryland,2282.0,4797.0,13,2014,9
Massachusetts,4098.0,2420.0,129,2014,9
Michigan,7668.0,12051.0,179,2014,9
Minnesota,6621.0,15768.0,303,2014,9
Mississippi,7427.0,8847.0,426,2014,9
Missouri,14837.0,14838.0,891,2014,9
Montana,2562.0,5273.0,219,2014,9
Nebraska,90.0,2156.0,6,2014,9
Nevada,3517.0,2803.0,244,2014,9
New Hampshire,3466.0,3192.0,2,2014,9
New Jersey,3492.0,2854.0,0,2014,9
New Mexico,4080.0,4168.0,244,2014,9
New York,7350.0,16835.0,125,2014,9
North Carolina,926.0,12314.0,202,2014,9
North Dakota,1389.0,3798.0,87,2014,9
Ohio,20852.0,17783.0,1066,2014,9
Oklahoma,10040.0,10567.0,877,2014,9
Oregon,9089.0,10389.0,0,2014,9
Pennsylvania,42506.0,8823.0,0,2014,9
Puerto Rico,1018.0,224.0,26,2014,9
Rhode Island,779.0,627.0,105,2014,9
South Carolina,6192.0,6127.0,297,2014,9
South Dakota,2006.0,4479.0,156,2014,9
Tennessee,16841.0,14442.0,805,2014,9
Texas,34837.0,46899.0,2376,2014,9
Utah,2458.0,4059.0,144,2014,9
Vermont,1033.0,1604.0,57,2014,9
Virgin Islands,8.0,4.0,0,2014,9
Virginia,16028.0,14835.0,0,2014,9
Washington,11366.0,10589.0,532,2014,9
West Virginia,5203.0,7365.0,425,2014,9
Wisconsin,9224.0,13579.0,31,2014,9
Wyoming,1514.0,2483.0,97,2014,9
Alabama,13082.0,11806.0,781,2014,8
Alaska,2923.0,3852.0,231,2014,8
Arizona,9189.0,7159.0,500,2014,8
Arkansas,4075.0,5296.0,300,2014,8
California,38710.0,30590.0,0,2014,8
Colorado,14088.0,12531.0,908,2014,8
Connecticut,6001.0,2553.0,0,2014,8
Delaware,1427.0,1623.0,53,2014,8
District of Columbia,44.0,3.0,0,2014,8
Florida,37260.0,19794.0,1649,2014,8
Georgia,10608.0,8358.0,502,2014,8
Guam,82.0,47.0,4,2014,8
Hawaii,0.0,0.0,0,2014,8
Idaho,2298.0,3968.0,164,2014,8
Illinois,16532.0,12191.0,716,2014,8
Indiana,15459.0,12168.0,540,2014,8
Iowa,117.0,2205.0,3,2014,8
Kansas,3930.0,4968.0,304,2014,8
Kentucky,7230.0,7382.0,558,2014,8
Louisiana,10024.0,10791.0,589,2014,8
Maine,2299.0,3387.0,137,2014,8
Mariana Islands,0.0,0.0,0,2014,8
Maryland,2393.0,4587.0,10,2014,8
Massachusetts,4868.0,2726.0,181,2014,8
Michigan,7886.0,9867.0,172,2014,8
Minnesota,6595.0,11540.0,327,2014,8
Mississippi,5690.0,6078.0,314,2014,8
Missouri,17329.0,14418.0,1015,2014,8
Montana,2712.0,4427.0,228,2014,8
Nebraska,81.0,1878.0,4,2014,8
Nevada,3749.0,2720.0,268,2014,8
New Hampshire,3616.0,3162.0,2,2014,8
New Jersey,3653.0,3035.0,0,2014,8
New Mexico,4498.0,3949.0,260,2014,8
New York,7025.0,13388.0,124,2014,8
North Carolina,930.0,12038.0,246,2014,8
North Dakota,1353.0,2979.0,79,2014,8
Ohio,20742.0,16787.0,1031,2014,8
Oklahoma,10714.0,9635.0,878,2014,8
Oregon,8476.0,8157.0,0,2014,8
Pennsylvania,40384.0,8958.0,0,2014,8
Puerto Rico,1078.0,256.0,31,2014,8
Rhode Island,790.0,683.0,100,2014,8
South Carolina,6621.0,5989.0,285,2014,8
South Dakota,1972.0,3693.0,136,2014,8
Tennessee,17136.0,14233.0,862,2014,8
Texas,38172.0,43507.0,2337,2014,8
Utah,2364.0,3132.0,123,2014,8
Vermont,1020.0,1177.0,47,2014,8
Virgin Islands,11.0,1.0,1,2014,8
Virginia,16034.0,13675.0,0,2014,8
Washington,11570.0,9239.0,488,2014,8
West Virginia,5236.0,5986.0,380,2014,8
Wisconsin,8526.0,11849.0,35,2014,8
Wyoming,1517.0,1964.0,83,2014,8
Alabama,11554.0,9544.0,600,2014,7
Alaska,2565.0,2564.0,130,2014,7
Arizona,8216.0,5610.0,453,2014,7
Arkansas,3668.0,3928.0,245,2014,7
California,34912.0,24482.0,0,2014,7
Colorado,13288.0,10489.0,788,2014,7
Connecticut,4141.0,1489.0,0,2014,7
Delaware,1301.0,1333.0,61,2014,7
District of Columbia,44.0,4.0,1,2014,7
Florida,33878.0,17356.0,1419,2014,7
Georgia,8998.0,5971.0,428,2014,7
Guam,72.0,38.0,4,2014,7
Hawaii,0.0,0.0,0,2014,7
Idaho,1970.0,2823.0,132,2014,7
Illinois,15798.0,9607.0,687,2014,7
Indiana,13475.0,9126.0,471,2014,7
Iowa,119.0,1606.0,2,2014,7
Kansas,3884.0,3623.0,211,2014,7
Kentucky,6375.0,5428.0,484,2014,7
Louisiana,7931.0,7199.0,427,2014,7
Maine,1995.0,2381.0,124,2014,7
Mariana Islands,0.0,2.0,0,2014,7
Maryland,1953.0,3534.0,11,2014,7
Massachusetts,3922.0,2154.0,118,2014,7
Michigan,7133.0,6479.0,141,2014,7
Minnesota,6012.0,7192.0,237,2014,7
Mississippi,4733.0,3874.0,259,2014,7
Missouri,12678.0,9729.0,682,2014,7
Montana,2111.0,3279.0,182,2014,7
Nebraska,75.0,1241.0,4,2014,7
Nevada,3359.0,2279.0,214,2014,7
New Hampshire,3126.0,2456.0,0,2014,7
New Jersey,3989.0,2681.0,0,2014,7
New Mexico,3803.0,3193.0,249,2014,7
New York,7428.0,9573.0,90,2014,7
North Carolina,787.0,8442.0,191,2014,7
North Dakota,1150.0,2145.0,73,2014,7
Ohio,19770.0,14202.0,875,2014,7
Oklahoma,9523.0,7517.0,769,2014,7
Oregon,7888.0,6998.0,0,2014,7
Pennsylvania,34544.0,6543.0,0,2014,7
Puerto Rico,950.0,214.0,27,2014,7
Rhode Island,686.0,564.0,85,2014,7
South Carolina,5453.0,4095.0,271,2014,7
South Dakota,1816.0,2559.0,115,2014,7
Tennessee,15442.0,10414.0,701,2014,7
Texas,32736.0,28145.0,2043,2014,7
Utah,1990.0,2532.0,109,2014,7
Vermont,916.0,888.0,30,2014,7
Virgin Islands,13.0,7.0,0,2014,7
Virginia,15727.0,11605.0,0,2014,7
Washington,10715.0,7606.0,476,2014,7
West Virginia,4847.0,4587.0,325,2014,7
Wisconsin,7883.0,7746.0,40,2014,7
Wyoming,1425.0,1691.0,89,2014,7
Alabama,11437.0,10279.0,568,2014,6
Alaska,2627.0,2467.0,155,2014,6
Arizona,8507.0,5496.0,456,2014,6
Arkansas,3859.0,3788.0,231,2014,6
California,34232.0,24557.0,0,2014,6
Colorado,12549.0,9343.0,720,2014,6
Connecticut,4293.0,1647.0,0,2014,6
Delaware,1451.0,1146.0,63,2014,6
District of Columbia,21.0,1.0,0,2014,6
Florida,33636.0,17047.0,1403,2014,6
Georgia,9625.0,6006.0,342,2014,6
Guam,84.0,42.0,6,2014,6
Hawaii,0.0,0.0,0,2014,6
Idaho,2220.0,3190.0,128,2014,6
Illinois,15406.0,8740.0,570,2014,6
Indiana,13069.0,8702.0,415,2014,6
Iowa,146.0,1614.0,4,2014,6
Kansas,3682.0,3604.0,219,2014,6
Kentucky,6061.0,5196.0,387,2014,6
Louisiana,9220.0,6868.0,440,2014,6
Maine,2065.0,2185.0,110,2014,6
Mariana Islands,0.0,1.0,0,2014,6
Maryland,2383.0,3641.0,15,2014,6
Massachusetts,4060.0,2021.0,123,2014,6
Michigan,7041.0,6044.0,139,2014,6
Minnesota,6592.0,6796.0,273,2014,6
Mississippi,4596.0,3664.0,235,2014,6
Missouri,13225.0,9673.0,688,2014,6
Montana,2469.0,3630.0,186,2014,6
Nebraska,89.0,1144.0,3,2014,6
Nevada,3695.0,2418.0,220,2014,6
New Hampshire,3214.0,2561.0,0,2014,6
New Jersey,4018.0,2493.0,0,2014,6
New Mexico,4237.0,3269.0,220,2014,6
New York,6991.0,9201.0,123,2014,6
North Carolina,751.0,8702.0,198,2014,6
North Dakota,1191.0,2114.0,62,2014,6
Ohio,18471.0,13177.0,840,2014,6
Oklahoma,9705.0,7568.0,699,2014,6
Oregon,8731.0,7689.0,0,2014,6
Pennsylvania,33261.0,6077.0,0,2014,6
Puerto Rico,930.0,204.0,19,2014,6
Rhode Island,657.0,487.0,75,2014,6
South Carolina,5911.0,3745.0,215,2014,6
South Dakota,1794.0,2468.0,134,2014,6
Tennessee,14563.0,10004.0,663,2014,6
Texas,34426.0,27426.0,1798,2014,6
Utah,2182.0,2654.0,100,2014,6
Vermont,867.0,787.0,32,2014,6
Virgin Islands,19.0,2.0,1,2014,6
Virginia,14711.0,11017.0,0,2014,6
Washington,11690.0,8253.0,456,2014,6
West Virginia,4786.0,4290.0,305,2014,6
Wisconsin,7922.0,7111.0,36,2014,6
Wyoming,1503.0,1774.0,92,2014,6
Alabama,12872.0,8807.0,620,2014,5
Alaska,2990.0,3161.0,187,2014,5
Arizona,9112.0,6065.0,435,2014,5
Arkansas,3931.0,3869.0,252,2014,5
California,38192.0,26630.0,0,2014,5
Colorado,13775.0,10818.0,863,2014,5
Connecticut,4837.0,1900.0,0,2014,5
Delaware,1790.0,1671.0,56,2014,5
District of Columbia,29.0,2.0,0,2014,5
Florida,35254.0,17504.0,1518,2014,5
Georgia,10127.0,6051.0,404,2014,5
Guam,77.0,58.0,9,2014,5
Hawaii,0.0,0.0,0,2014,5
Idaho,2436.0,3399.0,151,2014,5
Illinois,17848.0,9308.0,650,2014,5
Indiana,15395.0,9454.0,597,2014,5
Iowa,120.0,1659.0,6,2014,5
Kansas,4155.0,3779.0,259,2014,5
Kentucky,6668.0,5294.0,445,2014,5
Louisiana,9196.0,6921.0,511,2014,5
Maine,2546.0,2571.0,134,2014,5
Mariana Islands,0.0,0.0,0,2014,5
Maryland,2532.0,3877.0,15,2014,5
Massachusetts,4713.0,2294.0,166,2014,5
Michigan,8422.0,6988.0,160,2014,5
Minnesota,7285.0,7633.0,295,2014,5
Mississippi,5337.0,3706.0,245,2014,5
Missouri,14385.0,9810.0,749,2014,5
Montana,2516.0,3735.0,207,2014,5
Nebraska,107.0,1323.0,1,2014,5
Nevada,3740.0,2535.0,259,2014,5
New Hampshire,3831.0,2802.0,1,2014,5
New Jersey,4856.0,2871.0,0,2014,5
New Mexico,4577.0,3520.0,251,2014,5
New York,8008.0,10682.0,111,2014,5
North Carolina,767.0,8557.0,216,2014,5
North Dakota,1496.0,2549.0,82,2014,5
Ohio,21891.0,14553.0,1030,2014,5
Oklahoma,9927.0,7324.0,768,2014,5
Oregon,9636.0,8199.0,0,2014,5
Pennsylvania,38001.0,6871.0,0,2014,5
Puerto Rico,1084.0,232.0,28,2014,5
Rhode Island,745.0,592.0,91,2014,5
South Carolina,6444.0,3875.0,220,2014,5
South Dakota,1992.0,2659.0,127,2014,5
Tennessee,15607.0,10039.0,722,2014,5
Texas,37264.0,29032.0,2027,2014,5
Utah,2454.0,2854.0,104,2014,5
Vermont,977.0,1014.0,44,2014,5
Virgin Islands,8.0,3.0,1,2014,5
Virginia,15597.0,11102.0,0,2014,5
Washington,12517.0,8554.0,471,2014,5
West Virginia,5563.0,4878.0,395,2014,5
Wisconsin,9269.0,8182.0,50,2014,5
Wyoming,1732.0,1972.0,112,2014,5
Alabama,13842.0,10285.0,628,2014,4
Alaska,3293.0,3805.0,204,2014,4
Arizona,10229.0,6786.0,493,2014,4
Arkansas,4509.0,4705.0,270,2014,4
California,40847.0,29602.0,0,2014,4
Colorado,14888.0,11741.0,847,2014,4
Connecticut,4885.0,2714.0,0,2014,4
Delaware,1449.0,957.0,63,2014,4
District of Columbia,29.0,5.0,2,2014,4
Florida,37470.0,19213.0,1476,2014,4
Georgia,10794.0,6894.0,368,2014,4
Guam,107.0,64.0,7,2014,4
Hawaii,0.0,0.0,0,2014,4
Idaho,2524.0,3506.0,136,2014,4
Illinois,21131.0,11333.0,726,2014,4
Indiana,16956.0,11235.0,571,2014,4
Iowa,183.0,2379.0,4,2014,4
Kansas,4961.0,4849.0,255,2014,4
Kentucky,7460.0,6916.0,439,2014,4
Louisiana,9614.0,7205.0,464,2014,4
Maine,3028.0,3280.0,151,2014,4
Mariana Islands,0.0,2.0,0,2014,4
